genre_ids,popularity,release_date,title,vote_average,vote_count
"Documentary, Music",6.403,2015-04-24,Cobain: Montage of Heck,7.7,406
"Horror, Action, Comedy",6.2139999999999995,2015-03-20,Zombeavers,4.7,332
"Romance, Comedy",5.879,2015-02-13,The Rewrite,6.0,323
"Drama, Thriller",5.862,2015-03-27,The Riot Club,6.0,699
"Comedy, Drama, War",5.805,2015-04-23,Little Boy,7.0,292
"Thriller, Horror",5.768,2015-10-27,Visions,5.2,219
"Comedy, Music",5.662000000000001,2015-12-04,A Very Murray Christmas,5.3,238
"Action, TV Movie, Science Fiction, Comedy, Adventure",5.336,2015-07-22,Sharknado 3: Oh Hell No!,4.3,246
"Comedy, Drama, Music, Romance",5.079,2015-02-13,The Last Five Years,5.9,230
"Action, Adventure, Science Fiction, Fantasy",39.293,2016-05-27,X-Men: Apocalypse,6.5,8348
"Adventure, Action, Science Fiction",39.137,2016-05-06,Captain America: Civil War,7.4,14000
"Action, Adventure, Comedy",35.067,2016-02-12,Deadpool,7.6,20175
"Action, Adventure, Fantasy, Science Fiction",33.035,2016-11-04,Doctor Strange,7.3,12582
"Drama, Romance",29.886999999999997,2016-09-02,The Light Between Oceans,7.1,831
"Adventure, Family, Fantasy",28.563000000000002,2016-11-18,Fantastic Beasts and Where to Find Them,7.4,12152
"Action, Adventure, Fantasy",28.088,2016-03-25,Batman v Superman: Dawn of Justice,5.8,11991
"Animation, Adventure, Family, Comedy",27.549,2016-03-04,Zootopia,7.7,9977
"Action, Comedy, Thriller",25.805,2016-06-10,Now You See Me 2,6.8,6744
"Drama, Science Fiction, Mystery",25.441999999999997,2016-11-11,Arrival,7.4,10387
"Action, Thriller, Science Fiction",24.604,1991-07-03,Terminator 2: Judgment Day,7.9,6682
"Drama, History, War",24.074,2016-11-04,Hacksaw Ridge,8.1,6608
"Thriller, Action, Crime",22.593000000000004,2016-09-22,Boyka: Undisputed IV,6.2,498
"Action, Drama, History, Thriller, War",21.486,2016-01-15,13 Hours: The Secret Soldiers of Benghazi,7.0,1573
"Action, Adventure, Fantasy",21.464000000000002,2016-06-10,Warcraft,6.3,4071
"Action, Adventure, Science Fiction",21.401,2016-12-16,Rogue One: A Star Wars Story,7.5,9296
"Adventure, Drama, Family, Fantasy",20.129,2016-04-15,The Jungle Book,6.8,5257
"Adventure, Family, Fantasy",20.08,2016-07-01,The BFG,6.2,1916
"Action, Drama, War, Romance, Thriller",19.611,2016-11-23,Allied,6.7,2765
"Action, Adventure, Science Fiction",19.142,2016-07-22,Star Trek Beyond,6.7,4275
"Drama, Fantasy, Adventure, Family",19.132,2016-09-30,Miss Peregrine's Home for Peculiar Children,6.7,6211
"Horror, Mystery, Thriller",19.058,2016-06-10,The Conjuring 2,7.2,4153
"Action, Horror, Thriller",18.975,2016-07-01,The Purge: Election Year,6.3,2900
"Action, Adventure, Fantasy, Science Fiction",18.517,2016-02-26,Gods of Egypt,5.4,2353
"Adventure, Action, Western",18.487000000000002,2016-09-23,The Magnificent Seven,6.2,3647
"Adventure, Animation, Family, Comedy",18.233,2016-07-22,Ice Age: Collision Course,5.9,2430
"Drama, History",18.148,2016-09-09,Sully,7.1,3924
"Animation, Adventure, Comedy",17.998,2016-05-20,The Angry Birds Movie,6.0,1851
"Thriller, Science Fiction, Drama",17.892,2016-03-11,10 Cloverfield Lane,6.9,4629
Comedy,17.662,2016-05-20,Neighbors 2: Sorority Rising,5.7,2829
"Adventure, Science Fiction, Action, Mystery",17.614,2016-03-18,Allegiant,6.0,4117
"Animation, Comedy, Drama, Family",17.572,2016-12-21,Sing,6.9,4303
"Mystery, Thriller, Drama",17.41,2016-10-28,Inferno,5.9,3877
Drama,17.215999999999998,2016-11-25,Lion,8.1,3833
"Action, Thriller",17.085,2016-10-21,Jack Reacher: Never Go Back,5.6,2831
"Drama, Romance",16.917,2016-06-03,Me Before You,7.7,5939
"Action, Crime, Thriller",16.914,2016-07-01,Marauders,5.7,273
"Action, Adventure, Drama",16.660999999999998,2016-04-22,The Huntsman: Winter's War,6.2,2966
"Adventure, Family, Fantasy",16.642,2016-05-27,Alice Through the Looking Glass,6.5,3803
Drama,16.637999999999998,2016-11-18,Manchester by the Sea,7.5,3176
"Action, Adventure, Crime, Fantasy, Science Fiction",16.53,2016-08-05,Suicide Squad,5.9,13533
"Horror, Mystery, Science Fiction, Thriller",16.524,2017-02-17,A Cure for Wellness,6.2,2061
"Action, Crime, Thriller",16.302,2016-08-26,Mechanic: Resurrection,5.6,1929
"Adventure, Family, Comedy, Fantasy, Music, Animation",16.285999999999998,2016-11-04,Trolls,6.6,1880
"Comedy, Drama, Romance",16.275,2016-12-09,La La Land,7.9,10028
"Action, Adventure, Animation, Comedy, Family",16.248,2016-01-29,Kung Fu Panda 3,6.7,2944
"Drama, Thriller",16.19,2016-11-18,Nocturnal Animals,7.4,4192
"Action, Fantasy, Comedy",16.079,2016-07-15,Ghostbusters,5.4,3780
Drama,15.948,2016-10-21,Moonlight,7.4,3893
Action,15.808,2016-11-18,Bastille Day,6.1,651
"Crime, Drama, Thriller, Western",15.749,2016-08-12,Hell or High Water,7.3,2468
"Adventure, Family, Fantasy",15.734000000000002,2016-08-12,Pete's Dragon,6.3,1322
"Action, Adventure, Science Fiction",15.732000000000001,2016-06-24,Independence Day: Resurgence,5.1,3911
"Action, Drama, Thriller, Crime, History",15.435,2016-12-21,Patriots Day,6.9,1337
"Adventure, Animation, Comedy, Family",15.392999999999999,2016-06-17,Finding Dory,7.0,7845
"Action, Thriller",15.287,2016-03-04,London Has Fallen,5.9,2591
"Adventure, Animation, Comedy, Fantasy",15.232000000000001,2016-08-12,Sausage Party,5.6,4237
"Action, Adventure, Comedy, Family, Science Fiction",15.095999999999998,2016-06-03,Teenage Mutant Ninja Turtles: Out of the Shadows,5.9,1860
Comedy,15.044,2016-12-23,Why Him?,6.2,2494
"Adventure, Comedy, Drama",14.883,2016-07-08,Captain Fantastic,8.0,3445
"Action, Adventure",14.797,2016-07-01,The Legend of Tarzan,5.8,4102
"Comedy, Family, Fantasy, Music",14.755,2016-08-02,A Cinderella Story: If the Shoe Fits,6.6,344
"Drama, History",14.751,2016-12-10,Hidden Figures,8.0,4710
"Action, Thriller",14.568,2016-07-29,Jason Bourne,6.1,3611
"Action, Comedy, Mystery",14.478,2016-06-17,Central Intelligence,6.3,3133
Comedy,14.332,2016-07-29,Bad Moms,6.5,2600
"Horror, Drama, Thriller",14.091,2016-06-24,The Shallows,6.3,3037
"Drama, Romance, Science Fiction",14.074000000000002,2016-12-21,Passengers,6.8,7869
"Action, Adventure, Science Fiction",14.050999999999998,2016-12-21,Assassin's Creed,5.4,5010
"Animation, Adventure, Family",13.847000000000001,2016-08-19,Kubo and the Two Strings,7.7,2029
"Crime, Thriller, Drama",13.81,2016-10-14,The Accountant,6.9,3407
"Comedy, Crime, Mystery",13.743,2016-05-20,The Nice Guys,7.1,4272
"Drama, History, Crime, Thriller",13.703,2016-09-16,Snowden,7.1,2427
"Drama, Action",13.685,2016-09-30,Deepwater Horizon,6.7,2606
"Action, Crime, Science Fiction, Thriller, Mystery, Drama",13.651,2016-04-15,Criminal,5.9,897
"Horror, Mystery",13.61,2016-12-21,The Autopsy of Jane Doe,6.5,1869
"Action, Thriller, Mystery",13.334000000000001,2016-02-26,Triple 9,5.8,1258
"Animation, Adventure, Comedy, Family",13.21,2017-08-25,Ballerina,7.2,1024
Comedy,12.997,2016-02-12,Zoolander 2,4.7,1374
"Action, Comedy",12.977,2016-01-15,Ride Along 2,6.2,939
"Adventure, Science Fiction",12.967,2016-01-15,The 5th Wave,5.8,3657
"Drama, Romance",12.857000000000001,2016-12-16,Collateral Beauty,7.2,3270
Comedy,12.845999999999998,2016-04-15,Barbershop: The Next Cut,6.0,248
Drama,12.753,2016-12-16,Fences,6.8,1465
"Action, Drama, History, Thriller",12.673,2016-01-29,The Finest Hours,6.4,943
"Adventure, Comedy, Drama",12.545,2016-06-24,Hunt for the Wilderpeople,7.8,915
"Action, Comedy, Thriller, Mystery",12.525,2016-09-02,Skiptrace,5.6,324
"Thriller, Mystery, Horror",12.408,2016-07-22,Lights Out,6.3,2220
"Drama, History",12.349,2017-01-20,The Founder,7.0,2093
"Comedy, Drama, Mystery",12.312000000000001,2016-02-05,"Hail, Caesar!",5.9,2328
"Drama, Thriller",12.215,2016-11-25,Miss Sloane,7.4,912
"Drama, Horror, Thriller",12.189,2017-06-23,The Bad Batch,5.2,500
"Crime, Horror, Thriller",12.140999999999998,2016-08-26,Don't Breathe,6.9,3662
"Adventure, Animation, Comedy, Family",12.100999999999999,2016-09-23,Storks,6.5,1308
"Thriller, Action, Science Fiction",12.091,2016-12-09,Spectral,6.3,834
"History, Thriller, War",11.87,2016-08-12,Anthropoid,7.0,512
"Comedy, Music",11.844000000000001,2016-06-03,Popstar: Never Stop Never Stopping,6.6,675
"Horror, Thriller",11.823,2016-10-21,Ouija: Origin of Evil,6.0,1416
"Action, Animation",11.817,2016-03-29,Justice League vs. Teen Titans,6.9,364
Science Fiction,11.809000000000001,2016-09-24,The Osiris Child,5.2,226
"Thriller, Horror, Mystery",11.787,2016-06-14,The Neon Demon,6.6,2005
"Horror, Thriller",11.752,2016-09-22,Better Watch Out,6.6,516
Comedy,11.675999999999998,2016-07-08,Mike and Dave Need Wedding Dates,6.0,1552
"Comedy, Drama",11.546,2016-11-18,The Edge of Seventeen,7.2,2224
"Mystery, Horror, Science Fiction",11.54,2017-04-07,The Void,5.8,521
"Action, Comedy",11.523,2016-10-21,Keeping Up with the Joneses,6.0,1141
"Comedy, Drama, History, Adventure",11.482999999999999,2016-02-26,Eddie the Eagle,7.2,1190
Comedy,11.442,2016-04-08,The Boss,5.8,822
Comedy,11.432,2016-01-22,Dirty Grandpa,5.8,2667
"Action, Thriller, Drama",11.370999999999999,2016-08-12,Blood Father,6.1,833
"Crime, Drama, Thriller",11.322000000000001,2016-12-25,Live by Night,6.2,759
"Drama, Romance",11.287,2016-02-05,The Choice,7.0,1046
"Thriller, Drama",11.134,2016-05-13,Money Monster,6.4,1859
"Drama, Fantasy",11.128,2016-12-23,A Monster Calls,7.1,1918
"Action, Adventure, Drama",11.059000000000001,2016-02-26,"Crouching Tiger, Hidden Dragon: Sword of Destiny",6.0,298
"Comedy, Drama",11.055,2016-04-22,A Hologram for the King,5.9,589
"Adventure, Drama, History",11.048,2017-04-21,The Lost City of Z,6.2,1397
"War, Drama, Thriller",10.735,2016-10-07,The Siege of Jadotville,7.2,349
Comedy,10.729000000000001,2016-12-09,Office Christmas Party,5.6,1191
"Horror, Mystery, Thriller, Crime",10.713,2016-02-05,Regression,5.5,1065
"Comedy, Crime, Drama",10.654000000000002,2016-08-19,War Dogs,6.8,2387
"Adventure, Animation, Comedy, Family",10.635,2016-03-20,Ice Age: The Great Egg-Scapade,6.2,225
"Action, Comedy",10.622,2016-03-11,Grimsby,5.8,1275
"Drama, History",10.617,2016-12-23,Silence,7.1,1560
"Drama, Thriller",10.535,2016-11-11,Shut In,5.2,374
"Comedy, Romance",10.517999999999999,2016-09-16,Bridget Jones's Baby,6.4,1806
"Drama, Music, Romance",10.502,2016-04-08,High Strung,7.1,616
"Action, Adventure, Science Fiction",10.459000000000001,2016-04-06,Hardcore Henry,6.2,1294
Drama,10.413,2016-12-28,20th Century Women,7.4,504
"Crime, Drama, Thriller",10.374,1985-01-18,Blood Simple,7.4,554
"Comedy, Romance",10.270999999999999,2016-02-12,How to Be Single,6.1,2036
"Drama, Thriller, War",10.219,2016-03-11,Eye in the Sky,7.1,850
Drama,10.148,2016-05-06,Pelé: Birth of a Legend,7.2,446
"Thriller, Drama, Romance, History, Mystery",10.137,2016-04-15,Colonia,7.4,1103
"Action, Thriller",10.133,2016-03-17,The Belko Experiment,6.1,757
"Family, Animation",10.131,2016-06-17,Piper,8.2,866
"Comedy, Fantasy, Science Fiction",10.121,2016-08-28,Team Thor,7.7,273
"Action, Adventure, Drama",10.11,2016-08-19,Ben-Hur,5.6,1068
"Comedy, Romance, Drama, Music",10.102,2016-04-15,Sing Street,8.0,1202
"Drama, History",10.089,2016-02-18,Risen,5.8,433
Drama,10.078,2016-03-18,Miracles from Heaven,7.1,478
"Action, Animation, Science Fiction",10.035,2016-01-19,Batman: Bad Blood,7.0,383
"Comedy, Drama, Romance, Fantasy, Adventure",10.0,2016-06-24,Swiss Army Man,6.9,1789
"Documentary, Mystery, Thriller",9.913,2016-06-17,Tickled,7.4,188
"Adventure, Comedy, Animation, Family",9.908999999999999,2016-07-08,The Secret Life of Pets,6.1,5374
"Thriller, Horror",9.772,2016-09-16,Blair Witch,5.0,1094
"Action, Comedy, Mystery",9.766,2016-03-12,War on Everyone,5.7,209
"Fantasy, Comedy, Family",9.732999999999999,2016-08-05,Nine Lives,5.6,534
"Crime, Thriller, Western, Action",9.644,2016-10-21,In a Valley of Violence,5.8,215
"Drama, Thriller",9.628,2016-10-21,The Whole Truth,6.4,495
"Action, Horror, Science Fiction",9.601,2016-11-25,Kill Command,5.3,291
"Action, Animation, Crime, Drama",9.595,2016-07-21,Batman: The Killing Joke,6.3,879
"Crime, Drama, Thriller",9.588,2016-07-13,The Infiltrator,6.6,943
"Action, Crime, Drama, Thriller",9.558,2016-05-13,I Am Wrath,4.9,296
"Romance, Drama",9.491,2016-03-04,Knight of Cups,5.6,351
"Comedy, Drama, Romance",9.486,2016-12-28,Paterson,7.1,736
"Drama, History",9.417,2016-06-10,Genius,6.5,391
"Comedy, Drama",9.346,2016-04-08,Demolition,6.7,1121
"Adventure, Animation, Comedy, Family",9.325,2016-01-15,Norm of the North,4.2,192
"Drama, War",9.318,2016-11-11,Billy Lynn's Long Halftime Walk,5.9,309
"Drama, History",9.267000000000001,2016-09-30,Denial,6.7,349
"Comedy, Crime, Drama, Mystery",9.207,2016-11-23,Bad Santa 2,5.2,416
"Drama, Mystery, Thriller",9.2,2016-05-20,Manhattan Night,6.1,198
Drama,9.171,2016-10-21,"I, Daniel Blake",7.7,633
"Drama, Romance",9.155,1992-03-13,Howards End,7.2,201
Horror,9.148,2016-02-02,The Veil,4.6,188
"Romance, Horror, Comedy, Thriller",9.086,2016-02-05,Pride and Prejudice and Zombies,5.7,1195
"Thriller, Horror",9.078,2016-03-11,The Other Side of the Door,5.3,470
"Drama, Comedy, Romance",9.071,2016-06-15,The Escort,6.1,250
"Action, Comedy",8.952,2016-04-29,Keanu,6.0,644
"Action, Adventure, Science Fiction",8.88,2016-10-14,Max Steel,5.2,383
"Comedy, Horror",8.847000000000001,2016-04-22,Holidays,4.8,235
"Comedy, Drama",8.834,2016-09-19,Hurricane Bianca,6.3,191
"Action, Drama, Western",8.825,2016-01-29,Jane Got a Gun,5.5,439
"Horror, Thriller",8.822000000000001,2016-12-02,Pet,5.8,357
Drama,8.818999999999999,2016-12-02,Jackie,6.4,1420
"Romance, Comedy",8.783999999999999,2016-01-29,Fifty Shades of Black,4.4,677
"Action, Adventure, Comedy",8.779,2016-05-27,The Do-Over,5.6,793
Drama,8.777999999999999,2016-09-30,American Honey,6.7,417
Drama,8.76,2016-04-29,The Man Who Knew Infinity,7.2,699
"Action, Drama",8.705,2016-02-19,Race,7.2,910
"Horror, Thriller, Mystery",8.683,2016-10-21,31,5.2,370
"Adventure, Drama, Science Fiction",8.652999999999999,2016-03-18,Midnight Special,6.3,1105
"Action, Drama, History, War",8.574,2016-06-24,Free State of Jones,6.6,787
"War, Comedy",8.564,2016-03-04,Whiskey Tango Foxtrot,6.2,596
"Drama, Horror",8.515,2016-11-11,The Monster,5.2,242
"Adventure, Animation, Fantasy, Family",8.512,2016-08-05,The Little Prince,7.6,1493
"Romance, Drama",8.506,2016-11-04,Loving,6.7,529
"Family, Comedy",8.479,2016-10-07,Middle School: The Worst Years of My Life,7.0,190
"Comedy, Drama",8.453,2016-08-12,Florence Foster Jenkins,6.7,849
"Action, Adventure, Animation, Family",8.439,2016-04-29,Ratchet & Clank,5.5,332
"Crime, Thriller, Comedy, Mystery",8.395,2016-05-13,The Trust,5.0,272
"Horror, Thriller",8.357000000000001,2016-05-13,The Darkness,4.8,347
Drama,8.258,2016-11-04,Bleed for This,6.9,405
"Comedy, Drama, Romance",8.248,2016-07-15,Café Society,6.4,1506
Horror,8.243,2016-09-24,Phantasm,6.5,273
Drama,8.152000000000001,2016-10-07,The Birth of a Nation,6.5,328
"Music, Drama",8.134,2016-08-26,XOXO,5.9,389
"Crime, Drama, Thriller",8.134,2016-09-23,I.T.,5.3,348
"Comedy, Drama, Romance",8.086,2016-06-03,Love & Friendship,6.2,294
"Comedy, Action",8.06,2016-11-11,True Memoirs of an International Assassin,5.7,425
Thriller,8.054,2016-07-01,Our Kind of Traitor,6.0,276
"Comedy, Fantasy, Horror",8.05,2016-09-02,Yoga Hosers,4.5,221
"Drama, Thriller",8.044,2016-06-10,Careful What You Wish For,6.0,231
"Thriller, Drama",7.968,2016-10-12,The Thinning,7.2,202
"Drama, Horror",7.962999999999999,2017-04-28,A Dark Song,6.1,191
"Science Fiction, Thriller",7.882000000000001,2016-09-16,ARQ,6.1,588
"Drama, Comedy, History",7.857,2016-04-22,Elvis & Nixon,5.8,233
"Crime, Drama, Thriller, Mystery",7.815,2016-08-19,Imperium,6.4,688
"Crime, Drama",7.782,2016-10-21,American Pastoral,6.0,339
"Drama, Thriller",7.779,2016-03-11,Remember,7.4,303
"Fantasy, Mystery, Thriller, Drama",7.702000000000001,2016-09-01,The 9th Life of Louis Drax,6.4,253
"Drama, Horror, Science Fiction",7.664,2016-07-29,Viral,5.5,238
"Crime, Drama",7.631,2016-10-21,King Cobra,5.9,274
"Comedy, Drama",7.615,2016-01-29,The Fundamentals of Caring,7.4,1207
Drama,7.564,2016-09-23,Queen of Katwe,7.1,225
Drama,7.499,2016-09-02,White Girl,5.6,221
Horror,7.419,2016-02-12,Cabin Fever,4.6,215
"Horror, Thriller",7.358,2017-02-10,Don't Hang Up,5.7,208
"Mystery, Science Fiction, Thriller",7.325,2016-01-12,400 Days,4.3,288
"Comedy, Drama",7.303999999999999,2016-07-22,Don't Think Twice,6.4,240
"Drama, Thriller, Mystery",7.2989999999999995,2016-02-05,Misconduct,5.5,301
"Drama, Horror, Thriller, War",7.245,2016-10-07,Under the Shadow,6.6,295
Horror,7.223,2016-06-17,Clown,5.3,682
"Drama, Crime, Thriller",7.181,2016-09-16,The Good Neighbor,6.2,230
"Comedy, Horror, Drama",7.141,2016-10-21,Boo! A Madea Halloween,5.3,280
"Horror, Thriller",7.1370000000000005,2016-12-02,Incarnate,5.2,314
Drama,7.125,2016-09-16,Mr. Church,7.2,244
"Drama, Family, Comedy",7.12,2016-11-18,A Street Cat Named Bob,7.5,500
"Horror, Thriller",6.928999999999999,2016-08-26,I Am Not a Serial Killer,6.2,233
Drama,6.916,2016-01-13,Fathers and Daughters,7.2,571
Comedy,6.8389999999999995,2016-03-30,Everybody Wants Some!!,6.4,681
"Comedy, Drama, Romance",6.837000000000001,2016-10-07,The Late Bloomer,5.4,189
Comedy,6.834,2016-03-25,Get a Job,5.2,369
"Romance, Comedy, Drama",6.769,2016-11-23,Rules Don't Apply,5.9,245
"Drama, Science Fiction",6.7379999999999995,2016-07-29,Into the Forest,5.8,343
"Romance, Comedy, Family",6.7139999999999995,2016-03-25,My Big Fat Greek Wedding 2,5.8,593
"Horror, Thriller",6.683,2016-10-28,I Am the Pretty Thing That Lives in the House,4.1,294
"Comedy, Horror, Science Fiction",6.632000000000001,2016-07-31,Sharknado 4: The 4th Awakens,4.2,188
Horror,6.622999999999999,2016-01-22,Jeruzalem,4.5,200
"Thriller, Mystery, Science Fiction",6.614,2016-01-22,Synchronicity,5.7,204
Drama,6.6,2016-04-01,God's Not Dead 2,5.8,189
Drama,6.598,2016-01-23,Tallulah,6.8,434
"Comedy, Drama",6.532,2016-11-11,Almost Christmas,5.6,245
"Documentary, TV Movie",6.518,2016-10-21,Before the Flood,7.9,387
Comedy,6.412999999999999,2016-04-22,Special Correspondents,5.7,237
"Comedy, Drama, War",6.404,2016-01-15,A Perfect Day,6.7,326
Horror,6.403,2016-07-01,Satanic,4.0,241
"TV Movie, Music",6.377999999999999,2016-03-08,Grease Live,7.2,196
"Fantasy, Thriller, Horror, Science Fiction",6.335,2016-02-05,Southbound,5.9,268
"Drama, Horror, Thriller",6.324,2016-09-09,The Disappointments Room,4.4,272
Documentary,6.229,2016-09-30,Amanda Knox,6.7,275
"Horror, Science Fiction, Thriller",6.14,2016-07-08,Cell,4.5,597
Documentary,5.746,2016-10-07,13th,8.1,271
"Drama, Thriller, Action, Science Fiction",5.664,2017-04-28,Sleight,5.3,367
"Action, Crime, Thriller",1.784,2016-06-22,The Fast and the Furious,6.8,5427
"Science Fiction, Action, Thriller",48.571000000000005,2017-10-06,Blade Runner 2049,7.4,6679
"Action, Adventure, Science Fiction, Drama",46.775,2017-07-07,Spider-Man: Homecoming,7.4,11585
"Thriller, Action, Crime",45.253,2017-02-10,John Wick: Chapter 2,7.0,5863
"Action, Adventure, Comedy, Fantasy",43.45,2017-11-03,Thor: Ragnarok,7.5,11380
"Action, Adventure, Comedy, Science Fiction",40.228,2017-05-05,Guardians of the Galaxy Vol. 2,7.7,12535
"Action, Adventure, Fantasy, Science Fiction",34.953,2017-11-17,Justice League,6.2,7510
"Fantasy, Adventure, Science Fiction, Action",34.293,2017-12-15,Star Wars: The Last Jedi,7.0,8534
"Action, Adventure, Fantasy",29.388,2017-03-10,Kong: Skull Island,6.3,6054
"Action, Crime, Thriller",28.668000000000003,2017-04-14,The Fate of the Furious,6.9,6335
"Comedy, Drama",28.138,2019-01-11,The Upside,7.3,274
"Adventure, Action, Fantasy, Comedy",28.101,2017-05-26,Pirates of the Caribbean: Dead Men Tell No Tales,6.6,6931
"Animation, Family, Comedy, Adventure, Fantasy",25.961,2017-11-22,Coco,8.2,8669
"Horror, Science Fiction, Thriller",24.651,2017-05-19,Alien: Covenant,5.9,4971
"War, Action, Drama",24.358,2017-07-19,Dunkirk,7.4,9156
"Action, Adventure, Comedy",24.337,2017-09-22,Kingsman: The Golden Circle,7.0,5531
"Action, Science Fiction, Thriller, Adventure",24.258000000000003,2017-06-21,Transformers: The Last Knight,6.0,3255
"Adventure, Science Fiction, Action",24.003,2017-07-21,Valerian and the City of a Thousand Planets,6.6,4149
"Drama, Science Fiction, War",23.445,2017-07-14,War for the Planet of the Apes,7.0,5235
"Action, Crime",22.895,2017-06-28,Baby Driver,7.4,8034
"Drama, Fantasy, Romance",22.025,2017-12-01,The Shape of Water,7.2,7224
Drama,22.009,2017-12-20,The Greatest Showman,8.0,5197
"Action, Drama, Fantasy",21.793000000000003,2017-05-12,King Arthur: Legend of the Sword,6.5,3305
"Action, Adventure, Crime",21.749000000000002,2017-01-20,xXx: Return of Xander Cage,5.6,2452
"Action, Mystery, Thriller",21.662,2017-07-28,Atomic Blonde,6.3,3645
"Drama, Romance",21.521,2017-04-28,Below Her Mouth,6.2,383
"Action, Comedy",21.46,2017-08-18,The Hitman's Bodyguard,6.7,3017
"Action, Science Fiction, Thriller, Drama",21.308000000000003,2017-03-31,Ghost in the Shell,6.0,5128
"Horror, Mystery, Thriller",21.245,2017-08-11,Annabelle: Creation,6.5,3141
"Horror, Mystery, Thriller",21.23,2017-10-13,Happy Death Day,6.6,3211
"Romance, Drama",20.504,2017-11-24,Call Me by Your Name,8.3,4957
"Action, Adventure, Comedy, Fantasy",20.395,2017-12-20,Jumanji: Welcome to the Jungle,6.7,7213
"Drama, Family",20.101,2017-11-17,Wonder,8.2,3959
"Animation, Family, Adventure, Comedy",19.479,2017-12-15,Ferdinand,7.1,1425
"Action, Animation, Comedy, Family, Fantasy",19.352,2017-02-10,The Lego Batman Movie,7.2,2882
"Action, Adventure, Fantasy",19.144000000000002,2017-02-17,The Great Wall,5.8,2775
"Action, Fantasy, Horror, Drama",18.976,2017-01-06,Underworld: Blood Wars,5.5,2318
"Fantasy, Thriller, Action, Adventure, Horror",18.53,2017-06-09,The Mummy,5.5,4391
"Adventure, Animation, Comedy, Family",18.427,2017-06-16,Cars 3,6.7,2596
"Action, Animation, Comedy, Family",18.31,2017-06-02,Captain Underpants: The First Epic Movie,6.0,587
"Horror, Thriller, Mystery",17.942,2017-10-20,Leatherface,5.3,580
"Crime, Drama",17.808,2017-11-10,"Three Billboards Outside Ebbing, Missouri",8.2,5432
"Crime, Horror, Mystery, Thriller",17.398,2017-10-27,Jigsaw,6.1,1887
"Crime, Drama, Thriller",16.963,2017-08-18,Shot Caller,6.9,1028
"Action, Crime",16.748,2017-09-29,American Made,6.7,2188
"Drama, Family, Comedy",16.745,2017-04-12,Gifted,7.9,2035
Comedy,16.604,2017-11-01,A Bad Moms Christmas,6.3,1044
"Action, Animation, Comedy, Family, Adventure",16.407,2017-06-30,Despicable Me 3,6.3,4106
"Comedy, Drama",15.974,2017-11-03,Lady Bird,7.3,3866
"Drama, Western, History",15.937000000000001,2017-12-22,Hostiles,6.7,1056
"Crime, Drama, Mystery",15.937000000000001,2017-11-10,Murder on the Orient Express,6.7,5406
"Science Fiction, Thriller, Drama",15.933,2017-08-18,What Happened to Monday,7.2,3507
"Action, Adventure, Science Fiction",15.865,2017-03-24,Power Rangers,6.2,2667
"Action, Comedy, Crime, Drama",15.743,2017-08-18,Logan Lucky,6.7,1627
"Action, Crime, Fantasy",15.677,2017-12-22,Bright,6.2,3181
"Adventure, Animation, Comedy, Family",15.663,2017-04-07,Smurfs: The Lost Village,6.2,736
"Drama, History",15.550999999999998,2017-12-22,The Post,7.0,2506
"Action, Fantasy, Science Fiction, Western, Horror",15.517000000000001,2017-08-04,The Dark Tower,5.6,2842
"Action, Thriller",15.434000000000001,2017-09-15,American Assassin,6.3,1596
Drama,15.407,2017-12-08,"I, Tonya",7.5,2904
"Drama, History",15.331,2017-11-22,Darkest Hour,7.3,2715
"Drama, Romance",15.269,2017-12-25,Phantom Thread,7.2,1617
"Drama, Horror, Mystery",15.227,2017-09-15,mother!,7.0,3458
"Drama, Thriller, Horror, Adventure",14.943,2017-06-16,47 Meters Down,5.6,1521
"Crime, Drama, Mystery, Thriller",14.908,2017-08-04,Wind River,7.4,2437
"Comedy, Music",14.89,2017-12-22,Pitch Perfect 3,6.5,1884
"Animation, Family, Comedy",14.88,2017-07-23,The Emoji Movie,5.4,1447
"Horror, Thriller",14.645,2017-06-09,Escape Room,5.0,197
"Crime, Drama",14.64,2017-12-25,Molly's Game,7.1,1724
"Action, Thriller, Drama",14.616,2017-10-13,The Foreigner,6.7,1086
"Action, Animation, Adventure, Family",14.607000000000001,2017-09-22,The Lego Ninjago Movie,6.3,424
"Drama, Mystery, Thriller, Fantasy",14.584000000000001,2017-03-03,Before I Fall,7.0,2135
"Drama, Crime, Thriller, Horror",14.581,2017-10-20,The Snowman,5.1,1225
"Comedy, Adventure, Family, Fantasy, Animation",14.53,2017-11-17,The Star,5.4,233
"Romance, Adventure, Science Fiction, Drama",14.437000000000001,2017-02-03,The Space Between Us,7.1,1455
"Action, Comedy",14.429,2017-05-26,Baywatch,6.1,4748
"Mystery, Thriller, Western",14.378,2017-03-10,Brimstone,7.1,475
"Drama, Comedy",14.338,2017-06-16,Rough Night,5.6,1096
Drama,14.163,2017-10-20,Only the Brave,7.0,603
"Drama, Romance",13.998,2017-05-19,"Everything, Everything",7.2,2447
"Horror, Thriller",13.966,2017-09-08,It,7.2,10931
"Romance, Adventure, Drama",13.873,2017-10-06,The Mountain Between Us,6.5,1235
"Action, Comedy, Crime",13.744000000000002,2017-03-24,CHiPS,6.0,657
"Drama, Horror, Thriller, Science Fiction",13.714,2017-02-24,The Girl with All the Gifts,6.4,982
"Action, Science Fiction, Thriller",13.652999999999999,2017-10-20,Geostorm,5.8,2246
